"sex","age","Computer","TV","Cellphone","Software","Frequency3","Monetary3","Monetary60"
0,10,0,2,2,7,11,2101019.15059515,7251555.07175029
0,37,1,1,0,3,5,1375525.53021133,3987749.40826371
0,31,5,1,1,7,14,2968918.7971641,7670220.33574139
0,38,1,1,1,7,10,1817794.14156318,6864080.59595849
0,19,0,0,1,5,6,2047692.96332076,4146212.75141063
1,20,2,2,2,0,6,1600345.10915736,5472711.5296846
0,37,1,0,1,1,3,1436980.56628831,3824930.43469735
1,13,2,2,0,5,9,1603408.99354309,4972284.46884362
0,16,6,1,0,2,9,977588.076599874,2811535.60623448
0,38,2,1,1,4,8,1838903.69684992,5765236.02246055
1,38,6,3,2,6,17,2139720.84606644,5082798.03969841
1,25,4,3,0,1,8,1777533.85057958,5618893.26075116
0,36,2,0,2,5,9,2258788.21078784,4706053.07215974
1,16,0,2,0,4,6,1220755.36992752,4592739.49190299
0,31,2,2,0,7,11,2237831.7599511,7209749.11250302
0,19,4,3,1,6,14,2835237.77563837,8298985.17345044
1,16,5,0,0,1,6,1775521.91788279,2724023.93820967
0,18,3,3,1,4,11,1820569.82018324,7555510.82275296
0,32,0,0,0,4,4,1618330.16998876,1212530.15613599
0,34,2,1,0,0,3,1251377.55694289,3274362.75167012
0,37,3,2,1,4,10,2084841.00291263,4821380.24802907
1,23,5,3,0,6,14,3092459.80865349,5467535.2177888
0,19,5,0,1,1,7,2162588.70878168,2428890.4571009
0,40,5,3,1,5,14,2541255.62695737,8047717.91384439
0,17,5,2,1,0,8,864149.918002159,6103542.08909124
0,26,5,0,0,3,8,1797458.57353894,7646079.34108563
0,20,2,0,2,3,7,1314602.38932139,4449989.17927315
0,17,4,0,2,4,10,2217353.93804082,8064850.73531222
0,16,3,2,2,5,12,2487102.62063638,4993966.35961341
1,32,5,0,0,4,9,1657287.01906769,5929787.44607575
0,24,6,2,0,5,13,2614222.97984747,5875504.75181443
0,38,2,2,0,3,7,1681419.73668857,4206514.25850629
1,14,2,3,2,7,14,2514163.20391608,5137660.62128139
0,30,5,0,1,5,11,2761485.27773835,5330285.31431609
0,30,5,1,2,5,13,2298481.13121013,8390962.33942239
0,12,5,3,1,7,16,3083295.01242114,9759605.59309713
0,24,2,2,0,2,6,1608040.46452925,5639900.30694805
0,14,1,2,0,1,4,1686920.44313607,7548159.02970069
0,14,1,3,1,7,12,2547956.58366146,6138317.07249961
1,34,2,1,1,1,5,1613044.14410817,6100592.5047388
0,29,2,1,0,5,8,2086171.51024888,7681097.2456411
0,12,1,3,1,7,12,2594617.73242691,8928842.46558663
1,12,3,2,2,2,9,2312450.70706088,6345253.43731586
1,17,0,1,0,7,8,1640579.87108427,3133328.94178865
0,30,3,3,2,1,9,2313144.87407195,4198149.01327431
0,25,2,0,0,6,8,1463572.6126441,6190725.56968362
0,22,1,3,2,6,12,2157641.21382521,9016828.48315764
1,37,5,2,1,1,9,2099631.81697511,6621947.30018305
0,30,6,2,0,3,11,2615141.14310628,7683122.33181529
0,38,6,0,1,7,14,3293121.10844875,7984757.28204906
0,39,6,2,2,0,10,2453333.67597262,6817018.72564175
0,35,5,0,2,4,11,1966676.82574219,9677832.88268964
1,31,6,0,0,3,9,2057131.47752078,1819803.02658067
1,15,0,1,2,2,5,1543737.77948242,5815119.53650707
1,10,0,1,1,5,7,1220511.83193548,4884680.48509743
1,28,4,1,1,6,12,1634673.21599016,8458776.70223398
1,21,6,0,2,2,10,1958209.46374026,8551646.53779631
0,14,2,3,2,1,8,1896695.89571491,7209813.80964369
0,38,0,0,0,7,7,2175703.07255204,6954922.69155942
0,35,0,3,2,0,5,1580639.47151525,7549936.28465955
0,14,0,1,2,5,8,2063681.28621318,3926574.05633467
0,21,5,2,1,0,8,1748206.34920247,3069597.6348793
0,40,1,1,0,7,9,2692974.86094,7806532.16946896
0,27,3,2,2,4,11,2445538.83798284,6426888.75026219
1,28,2,2,0,3,7,1646738.74709025,6893499.20598647
1,16,2,1,0,4,7,1575194.83138047,4959323.86428407
0,32,0,1,0,7,8,1312922.58445753,6136306.96069873
0,17,6,1,0,3,10,2354690.28707855,4213736.34201972
0,16,4,1,2,3,10,1603855.65168471,4299763.85220341
0,29,3,3,0,1,7,1249157.50637166,4186489.65348044
0,21,0,3,0,5,8,1722878.30079109,5424412.27663936
0,18,1,3,2,3,9,2178095.5067027,5193100.58840187
1,13,6,1,2,7,16,2686326.45788804,6180625.89066174
1,37,1,2,0,3,6,1507242.15814807,4917282.46070837
0,28,2,3,0,5,10,1312266.12791799,8365626.91279942
0,27,1,1,0,1,3,1078260.04507327,4421264.12980539
0,40,5,2,2,5,14,2147311.65853851,8465140.70862085
0,15,5,2,1,6,14,2128669.39887623,6677380.57741441
1,14,6,1,1,2,10,2338991.52026907,4346566.35116578
1,19,0,0,0,1,1,1206856.07615887,1505703.3619108
1,26,1,0,2,6,9,1593359.09492785,3971263.76542267
1,22,0,2,0,3,5,1419862.741453,3973733.68361428
1,11,0,1,1,1,3,1299673.26521168,7009190.96906138
0,20,4,3,2,7,16,2831880.67601762,7251311.01770487
0,20,4,2,1,4,11,2310636.25171538,7274711.1277845
0,19,0,1,1,0,2,973102.717810152,4372665.34699941
1,13,6,2,2,5,15,2507142.26463804,5788288.04751576
0,38,6,1,0,7,14,2709235.89146686,8065899.91098193
1,34,1,1,0,2,4,1544347.43492325,2412690.63558114
0,24,5,0,0,1,6,1787366.80568008,5940651.49291932
0,20,4,1,0,3,8,1869786.89390484,4863849.569655
0,18,2,1,0,0,3,1649872.23935759,3538096.31607004
0,16,0,2,0,3,5,1285361.34005852,3190576.33967634
1,32,1,1,0,4,6,1584726.77603098,1558795.11192318
1,38,0,0,0,0,0,1216070.88922952,4006119.21548121
1,38,3,1,2,1,7,1618983.15824093,3127773.69583175
0,12,1,1,1,3,6,1091105.06056118,5454664.91937977
0,17,2,1,1,4,8,1526418.40791916,3378198.02910881
0,27,4,3,1,0,8,1713145.90913067,3504719.9233802
0,23,3,3,0,2,8,2025289.24766111,7834768.88354393
1,33,5,3,2,4,14,3520129.2099498,4339466.75284722
1,25,6,0,2,0,8,2052382.7837464,6148200.34255256
0,12,4,1,1,0,6,1750140.84491912,3763021.15893997
0,10,2,0,1,2,5,1017129.85455133,6077182.01584666
0,31,2,0,0,5,7,2082994.89035416,4633035.09101756
0,11,0,2,1,6,9,2134095.7768391,6198042.06888247
0,30,6,2,2,5,15,2226540.64025356,9394094.36949023
0,18,1,2,2,5,10,2150461.82216072,7156911.49695368
1,37,3,1,0,4,8,1330457.84322149,5402354.60519551
0,19,3,3,2,0,8,1896246.85399219,6040710.31488099
0,32,1,1,2,7,11,1348045.32132608,5040386.79414966
0,12,4,1,2,6,13,2461434.75535479,7729909.16657864
0,20,1,2,1,3,7,1577114.51566025,6521930.66149079
0,14,3,0,0,6,9,1679205.48744606,5916692.17008887
0,11,2,1,1,6,10,1593143.67770203,7373704.58904054
0,17,3,0,1,6,10,1619687.38635003,4105785.13234849
0,21,2,2,2,7,13,1588945.89095925,8024221.66529211
0,22,5,0,0,5,10,2185269.75079009,7612071.343862
0,25,3,1,2,7,13,2037805.47837208,4934392.84498307
1,18,5,3,1,5,14,2396492.50080187,8107965.36868787
0,17,6,0,1,4,11,2068180.59703173,8373350.42847376
0,24,4,1,2,7,14,2785294.24536638,8395205.86771161
0,34,4,2,1,1,8,1859830.02265667,3449213.55026237
1,17,5,2,0,0,7,1944428.03001929,1879624.42783701
0,21,4,3,0,7,14,3360353.40120491,7608877.69175332
1,31,4,1,2,7,14,2833863.01395145,6526128.87565162
0,29,3,0,0,0,3,1591245.09117116,1255725.3401056
0,39,0,1,1,4,6,1915843.47463259,5820313.06334759
1,16,4,1,0,0,5,1446506.63831224,5263739.07965054
1,40,2,0,1,5,8,1796598.78321361,3590426.01069049
0,36,4,3,0,6,13,2105331.56118088,5082560.40885224
0,38,2,3,2,6,13,2678853.20819626,7495873.50970487
0,16,1,1,0,3,5,1548513.19557249,2272340.00772172
0,17,2,3,2,7,14,2090955.2832046,6864763.3535585
0,39,2,3,1,2,8,1549174.59954952,3674517.60679157
1,23,0,0,1,6,7,1736487.89726474,4382460.56492049
1,28,3,3,1,4,11,1651489.16193971,5563733.04648624
0,31,4,1,0,6,11,2007428.53645342,4929023.9671511
1,31,1,1,0,1,3,760236.797916216,6485348.89011268
0,23,5,1,2,0,8,2175380.77924334,7964925.34246287
0,24,3,3,1,1,8,1770749.06077693,2824587.23704577
0,12,1,2,2,3,8,1744176.81262385,6683231.45472692
0,39,2,0,1,2,5,1633245.94946843,5231611.73812441
1,28,0,2,1,4,7,1609121.54376146,4504877.15319313
0,37,2,1,1,0,4,1171784.82754227,4928869.42809375
0,21,5,0,1,2,8,1589831.86030546,4769809.42520427
1,17,0,3,2,4,9,1761349.15521822,6214046.92754624
0,11,4,3,1,3,11,2236962.07145186,5693738.71959629
1,40,3,3,0,3,9,2112942.03672112,4974206.94972012
0,28,4,1,0,2,7,1941840.73946437,7495207.22605731
1,39,4,0,0,2,6,1709153.43583043,6540939.64590538
0,29,3,2,1,3,9,1862436.07300345,6075141.75892988
0,23,6,0,0,7,13,2590855.90997876,10630067.8712541
1,17,6,0,2,2,10,2208033.78272009,8678191.59879588
1,27,4,2,0,6,12,1874167.8062694,9106259.40132403
0,22,2,2,0,1,5,1525028.6688143,5525525.62375379
0,28,3,2,1,1,7,1826023.68459432,5735995.16185392
0,33,5,1,2,2,10,1293566.38734612,5561171.50743993
0,17,1,2,0,4,7,1147412.74353191,3271075.18444341
0,30,4,0,0,4,8,1648660.83740111,823828.899758168
0,21,0,1,0,6,7,1579236.36522909,4547088.99866753
0,35,4,2,1,2,9,1538896.65496231,4699598.38449536
0,16,6,3,1,1,11,1784135.8155194,5170703.79765067
0,39,3,2,0,4,9,1866601.40721261,4118787.2611808
0,35,6,3,1,3,13,2483353.68715848,7883149.15680408
0,14,4,2,0,6,12,2300055.07668568,7957285.77748517
0,10,5,1,2,2,10,2266674.37001201,4344167.60571965
0,37,6,3,1,3,13,1966200.7526708,9101362.32260802
0,31,4,1,1,3,9,1951184.04435504,6821228.76982105
0,39,5,3,2,7,17,2473206.8675839,8348556.25900334
0,27,5,2,0,5,12,2402248.98781489,4612850.35733087
0,12,3,0,2,6,11,2428279.53687854,5214249.70158594
0,30,1,2,1,1,5,2228662.59993431,1292277.32389978
0,37,3,3,1,5,12,2071094.02619437,5925840.23425403
1,38,3,2,0,1,6,1603074.17968103,5821065.67127013
0,23,1,2,0,3,6,934374.492287593,4756954.41631634
0,21,0,1,1,7,9,1990739.11532636,5859122.98900561
0,32,3,0,2,5,10,2291237.44010691,6828705.00581176
1,17,6,0,2,3,11,2837149.53043354,8169486.36509648
0,25,5,0,1,7,13,2733051.81557015,7993608.99492123
0,36,0,1,0,1,2,1307616.19042716,4181864.63766272
0,39,3,2,1,3,9,1819970.75965426,7851213.7805244
0,12,1,1,0,1,3,1416238.084194,3337496.21397941
0,20,0,2,0,4,6,2167993.47235078,3107783.79750207
0,29,6,1,0,2,9,1725988.49157333,5084307.69836068
1,40,5,1,1,3,10,1796069.87835482,5497670.98418273
1,29,3,0,0,5,8,1872848.64236311,5322903.92453378
0,10,6,1,1,3,11,2249443.52635298,4339752.93354925
1,17,6,2,1,2,11,2200681.42544791,5994285.68496371
1,11,1,0,0,0,1,1250668.23232801,3478927.29679276
1,12,2,0,1,5,8,1906203.66958414,5698062.55811948
0,24,0,0,0,6,6,1300527.34966278,8410508.31457601
0,17,1,0,0,6,7,1263258.48904729,4721915.983398
0,13,3,2,1,3,9,1298831.22571145,7001009.64849424
1,12,1,2,0,5,8,1664332.10493213,4526280.72176368
0,40,0,1,2,1,4,1273734.34490864,4763634.88941826
0,21,1,0,1,7,9,1895146.80819004,4346867.33688063
1,35,6,1,1,7,15,1720371.29738396,3156548.98763564
1,18,6,1,0,5,12,2174954.53131939,10349198.7505649
1,17,5,1,2,2,10,1625705.77655099,5407473.38356294
0,22,3,0,0,5,8,1695808.59736559,8199173.532444
0,16,1,1,0,4,6,1562529.3944883,1671328.4069965
0,28,4,1,2,0,7,1786802.99925128,5925194.28504633
0,21,6,2,2,3,13,2994587.74205809,7130396.52268592
0,27,1,1,1,1,4,1393000.98599514,4563654.18512127
1,29,3,2,0,1,6,1587727.92429969,3087071.78264063
0,20,1,2,0,6,9,2231113.58855885,6354755.68128556
1,15,4,1,0,0,5,1507222.94367062,2896672.97987419
0,17,3,2,2,5,12,2224180.95544159,9081434.52526972
0,12,0,3,0,3,6,1547799.54649265,4081210.23168577
0,39,5,3,0,7,15,2092688.90719638,9288879.86093991
1,25,3,3,2,6,14,2373780.90462255,6968075.33688924
0,13,5,2,0,5,12,1874838.48783412,4798736.80328979
0,20,2,0,1,4,7,2065197.92825019,4921991.56181147
0,40,1,3,0,1,5,1321613.0634489,4406493.26578699
1,29,1,2,0,7,10,2447104.54648981,5115809.39657426
1,10,2,0,2,7,11,1940087.8794464,5770977.07086373
0,23,3,1,2,2,8,2158948.08035837,7618259.00095112
1,29,6,0,1,1,8,1407628.3555534,5876241.49758506
0,30,4,1,0,5,10,2149070.49375209,3390436.58960234
0,26,3,2,0,5,10,2340042.16111485,5448323.13060774
0,35,5,3,0,1,9,1810239.3154376,3865973.22292641
0,17,4,2,0,1,7,1351987.2070096,6330254.88572922
0,24,6,2,0,7,15,2765490.36428476,9547546.72241286
0,19,6,3,1,0,10,1794908.99035872,9958483.78943391
0,25,1,1,0,1,3,1298678.33076372,3700705.25191395
0,36,0,3,1,6,10,2054915.38013245,4708275.2705627
0,31,1,0,2,1,4,1202260.32622593,4814327.58202306
0,15,5,3,1,2,11,1993580.36627023,4859219.23627422
1,24,1,3,0,6,10,2007643.8767666,5001873.65211173
0,26,0,0,0,5,5,1796036.13248726,5886336.18933139
0,15,0,2,2,0,4,1302706.67297749,4496861.39826278
1,29,4,1,1,4,10,1433982.42784143,8923786.18199652
0,28,3,0,0,1,4,1211600.32040247,6575606.54408375
1,37,6,3,2,7,18,3002264.88556598,6753036.11289639
0,10,2,0,0,7,9,2380914.09947445,4303180.98727691
1,30,4,1,1,6,12,2390419.25579545,5289795.4384231
0,39,0,2,1,1,4,1432185.74630803,2454247.99592132
0,25,1,0,0,0,1,1356293.44787267,4418194.8882179
0,31,1,1,0,0,2,1431947.29665167,3008157.37544314
0,14,6,2,0,6,14,2504749.6792781,9760742.64028145
1,39,4,1,0,1,6,1597991.79779257,3867831.50003691
1,15,2,1,2,2,7,1587830.29615322,4482933.61919179
1,39,5,1,2,3,11,2084513.03416364,3271185.31443941
0,23,0,1,1,6,8,1242783.35673545,6153349.44522088
1,21,3,3,2,7,15,2817757.53353259,6427247.87520122
0,38,5,2,1,6,14,2767457.93227951,4634255.06644359
0,14,0,3,1,7,11,1986072.479124,4347435.10856562
0,22,0,1,1,1,3,1256643.48172663,3011049.84880413
0,37,1,3,1,0,5,1489734.2229813,4904391.27115067
1,15,5,0,1,5,11,1977866.69572364,3798673.98241858
0,30,3,3,1,6,13,1915526.24320363,9414768.49682736
1,34,2,0,0,7,9,1480629.63260666,5681922.57213543
0,21,0,0,0,6,6,1380076.6623586,2412332.8505275
0,30,2,0,2,2,6,1505106.48365468,3711905.056198
0,11,6,3,2,5,16,2783151.22721502,9091247.92509798
0,21,0,0,2,5,7,1734429.1267931,4037897.72538247
0,29,2,2,0,4,8,1583699.76777161,5787149.78198636
0,33,1,1,1,1,4,1090301.30984017,4800978.72743543
0,14,4,0,2,3,9,1815255.30146525,3821475.13205461
1,18,2,0,1,5,8,1788860.24095726,4073519.51151922
0,35,1,3,2,1,7,1823510.08558181,5440705.67454292
0,26,5,2,2,3,12,1988096.55730844,4814090.61040952
0,25,6,1,2,3,12,2231562.71318417,6914325.65364988
1,33,6,0,1,1,8,1586636.38582092,6825573.01401824
0,31,2,3,1,0,6,1923607.35896273,4207277.80544054
0,11,5,1,1,4,11,2493083.60873329,5640588.0229075
1,36,0,2,2,7,11,2056968.25969875,2371423.75086033
1,31,1,3,1,6,11,2508921.61585402,6736917.24140625
0,23,5,3,1,0,9,2095615.83467711,3888709.04634724
1,25,3,1,1,3,8,1607643.73913612,2785683.76929971
0,33,4,1,2,7,14,2261694.04904767,4264479.00942929
0,25,5,2,1,4,12,2174921.79441856,5468835.2666952
1,40,4,3,1,7,15,2539457.57668742,4515191.82221737
0,39,6,1,0,1,8,2363444.49309165,6938314.30005107
0,13,0,3,0,2,5,1353455.24191748,4550477.00296949
0,14,3,1,0,3,7,1256224.27860241,4439491.61569162
0,16,0,3,1,4,8,1719109.40383515,2648092.06586172
0,36,2,0,0,5,7,1843815.34742415,3992331.67193384
0,26,5,0,1,1,7,2113558.21321013,4418663.68170763
0,16,0,1,1,3,5,1606288.17987004,6655108.28724513
0,34,2,2,2,2,8,1204719.09587623,4554314.17440096
0,17,2,3,2,3,10,1497799.66533676,6539436.57709076
0,30,4,0,0,0,4,1323956.12537341,2610824.52427128
1,18,3,0,1,6,10,1409178.44281078,7250281.99046299
1,33,6,2,2,3,13,2273997.5609239,7623455.41487867
1,24,5,1,0,3,9,2103550.00646136,6324381.41122797
0,31,2,1,2,0,5,1219604.25837961,2450663.20775693
0,35,1,3,1,0,5,1498872.83404022,3839588.4225978
0,35,2,3,2,7,14,2561196.57453022,5267617.89902175
0,18,1,1,0,4,6,1842767.17284284,4159442.8696559
0,17,1,2,2,5,10,2222276.52494182,5861480.52291813
0,11,3,0,0,3,6,1684832.57723156,5536130.04199179
0,17,2,0,2,1,5,1544603.10341231,5491851.92684571
0,26,3,1,2,4,10,2084894.68788149,9470226.46518229
0,11,0,0,1,3,4,1462269.6691886,5604771.72786589
0,10,1,2,0,7,10,1769972.39389136,4316390.33352781
0,26,4,3,0,3,10,2073126.19570206,7664217.92206919
1,15,0,2,0,2,4,1516133.37883269,3140346.60468565
0,22,2,0,2,7,11,2004974.19726486,9222831.07842727
0,35,2,1,1,7,11,1894425.77943428,7932262.65416011
0,30,5,1,2,1,9,2438138.74211508,5964230.92959688
0,38,1,1,0,6,8,1400640.80982637,5107961.0313435
0,23,4,2,1,4,11,1930334.07857182,2644328.72268252
0,23,6,0,0,5,11,2650685.01774612,3578422.61100523
0,28,6,0,2,7,15,3243419.76098669,12182375.4802613
0,29,5,1,1,3,10,1719536.49185181,7591478.52710747
0,31,5,2,2,4,13,1846498.67096316,8602681.87205563
0,36,6,1,2,7,16,2688150.07367329,10815607.9749408
0,40,1,0,0,2,3,1210644.77804444,4034981.18877067
1,40,2,0,2,3,7,1787597.90906473,5794730.47402659
0,19,0,1,0,1,2,1343680.49295027,4359715.80645576
0,15,0,3,2,4,9,1934629.4883673,6033905.80077725
1,25,1,2,1,6,10,1416170.71684527,3594554.60407843
0,20,2,3,2,5,12,2392852.27866937,4124350.88422854
0,11,5,3,2,1,11,2090503.13760045,3445009.33229807
0,34,0,0,1,4,5,1391941.57287197,2430282.95521579
1,14,0,3,1,6,10,1523064.91882949,5472723.21707557
0,21,4,1,1,2,8,1664348.85670604,6317369.3449424
0,14,1,1,1,0,3,1107923.73406492,4633964.86914814
0,40,4,2,0,3,9,1404811.59197267,7218030.26441403
0,38,4,3,2,0,9,1656508.58705416,7083122.55861733
0,33,6,2,1,2,11,2541409.54783885,5092475.10466716
0,16,2,0,0,3,5,1611059.57185369,3190929.37677343
0,34,4,0,0,0,4,1564714.64214286,1761505.92939905
0,18,4,1,0,0,5,1427986.33144306,4736230.79441083
0,37,6,3,2,7,18,1665556.83535807,6325155.10432969
0,16,1,1,2,7,11,1185039.97154364,8071445.34245439
1,16,3,2,2,7,14,1188615.09985045,7801923.77315415
0,31,0,1,2,7,10,2521848.22378542,7520473.37698794
0,27,1,3,1,4,9,2084605.14408882,3706762.83642633
1,11,5,1,1,7,14,2262873.47600563,11596740.0520666
0,18,6,1,0,2,9,2010686.50735235,5512500.14006323
0,36,4,2,1,7,14,2062048.04883527,6756211.41730308
0,15,1,3,0,5,9,1797313.765816,6262823.6837461
1,29,5,2,0,1,8,2242836.47509121,4693534.03065362
0,22,5,2,1,1,9,1944770.94239137,5686543.44610397
0,15,0,1,2,0,3,1518304.48343819,4376872.2540011
0,11,3,2,0,4,9,1805718.63073056,6704635.9529234
0,13,2,0,1,3,6,1090670.17059661,4504453.34175476
1,20,0,0,2,2,4,1326995.36854158,5648569.19059011
0,25,3,2,1,3,9,1742060.3538309,7992925.94040542
0,12,6,1,1,1,9,1461047.00735941,7006956.58248418
1,22,2,1,2,7,12,1394193.30269176,6082994.92065986
0,32,2,2,0,4,8,1924409.25098826,8106773.69597847
0,36,3,2,1,0,6,1936815.37666157,5516754.46239697
1,31,4,3,0,7,14,2600129.27769087,11712072.4094619
0,33,0,1,1,4,6,1648457.44347402,2683537.93218177
1,27,4,3,1,3,11,1917217.4877766,7815828.48992304
0,12,0,3,0,5,8,1651340.46105279,6613276.12692755
0,11,0,2,0,5,7,2155498.34075959,5576211.19427984
1,21,6,0,0,3,9,1484844.05271507,5412908.64394884
0,32,6,2,1,3,12,2406451.89296477,6774315.75170865
0,24,6,0,2,6,14,2980060.13591639,8089705.69759764
0,18,3,2,0,2,7,2205133.01772316,3685286.2013761
0,18,4,0,2,2,8,1577354.93297084,4281204.63182581
1,19,5,2,1,6,14,2695105.58753794,8448218.63623569
0,16,6,0,0,5,11,1881243.84740496,7407465.48423808
0,36,1,3,0,3,7,1134989.57758576,5831485.9610199
1,18,1,2,1,5,9,1383140.84538305,6924471.91465373
0,15,5,3,2,1,11,2525871.08663971,5121976.25482838
0,38,3,2,0,5,10,2456161.95654574,2747754.37734318
0,26,5,2,1,6,14,2840085.30918894,8690507.78345923
0,34,3,1,2,6,12,2326308.49499657,7218396.0733799
1,37,1,0,0,2,3,1258489.59446303,4129009.24839835
0,38,5,0,0,3,8,2286070.60643293,4947339.69340481
0,10,6,0,0,0,6,1968697.50349255,5747744.34555661
0,34,6,3,1,5,15,3144623.6574273,12560084.6166132
0,27,2,3,0,6,11,2198241.09433821,7600437.69089694
1,36,6,3,0,1,10,2462763.35151805,6421455.87208533
0,20,3,3,1,6,13,1542821.13598486,5389178.85100498
1,15,2,3,2,1,8,1718048.2059003,1955456.38964366
1,17,5,2,2,5,14,2203589.30863184,7592445.14707291
1,39,6,3,2,3,14,1699461.34252012,8046470.2131372
0,21,3,3,0,4,10,2018138.91325701,7786985.04854432
0,39,3,1,0,5,9,2083929.03426035,7397798.99336402
1,25,4,3,1,0,8,2034037.13856463,4912198.5510844
0,19,4,1,0,3,8,1601296.42358941,10196181.5963386
0,10,5,2,2,6,15,2621078.79847314,7711086.13138981
0,39,1,3,1,4,9,1646632.90920188,4731488.08451117
0,32,3,1,0,1,5,1581055.56610491,7721296.51257727
0,11,4,0,1,0,5,1339242.84189286,3883844.35912034
1,24,2,2,1,2,7,2056600.04396739,5091661.77503802
0,31,6,0,1,5,12,2091063.38256533,4090417.70160445
1,32,6,2,0,7,15,2586857.00689369,9377060.31319738
0,11,4,1,0,0,5,1618099.8286315,4188865.01299392
1,27,5,1,2,4,12,1807756.37192107,9746564.94855219
0,38,2,3,0,7,12,2360481.91318945,3273744.09748445
0,20,5,1,2,5,13,2275353.61842448,7785701.45829744
0,11,3,2,0,3,8,1178828.59836571,3037591.32321594
1,21,5,3,0,7,15,2823435.17910249,4430162.69303613
1,11,3,2,2,1,8,1471027.43267964,5378746.48741469
0,31,0,1,0,5,6,1396427.22497865,7370554.80136235
0,32,0,0,0,0,0,1181934.84419878,3392430.31644126
0,32,2,0,0,7,9,1933549.49513561,1854657.64635588
0,10,4,1,0,7,12,2774154.33076563,6119471.29961604
0,16,0,1,2,0,3,1358072.65783223,4616806.56204291
0,27,6,1,2,1,10,2081954.99145211,8441273.0008158
0,17,2,1,1,2,6,1581692.01389796,5754523.04467175
1,33,6,0,1,7,14,1813459.54647254,5800570.77404316
1,10,1,2,2,4,9,1611511.20297815,6025279.9766068
0,21,1,2,2,3,8,1892414.26160931,4136664.22721978
0,11,4,3,1,5,13,1483348.86721944,5213938.43399532
0,26,0,3,1,6,10,1823492.69813084,4999965.09017252
0,39,0,3,1,5,9,1562709.17623793,7461570.64140427
0,16,6,1,2,2,11,1954885.19588763,7596246.36101121
0,34,3,0,0,6,9,2486173.94922265,3701369.8162285
1,33,4,2,0,3,9,1842614.69997231,5392598.63751304
0,11,4,1,0,1,6,1459354.24579673,4446378.86982871
0,15,5,3,0,4,12,2199615.18524637,6480286.02020558
0,11,4,3,1,3,11,2268754.549442,6929651.02233065
0,18,4,1,1,1,7,1467982.14042983,5492721.44510349
0,30,1,2,1,6,10,2167323.80418795,8898381.43868727
0,37,1,3,2,0,6,1444199.30559108,2067113.19401493
0,37,2,3,0,3,8,2067320.13203705,4863151.87109959
1,15,5,1,0,4,10,1969601.56924497,4651233.90515287
0,12,2,2,2,2,8,1992261.28953694,3882113.02937531
0,29,1,1,2,1,5,1737146.87951705,6613291.79525533
0,32,4,0,0,5,9,1872270.25693027,3245112.43904642
0,33,6,0,2,1,9,1977160.80699166,6174818.24598677
0,26,6,0,2,3,11,1637724.01371918,5466271.02637023
0,20,0,3,1,6,10,1757847.54929242,7576433.306144
1,11,5,1,0,0,6,1592139.28578048,6431286.48873316
0,12,1,2,1,7,11,1912068.61072781,9409661.30571849
1,11,1,2,0,1,4,1301379.12895639,5129075.06109115
0,34,5,1,0,4,10,1771531.77942783,6635030.57038581
0,23,0,3,1,6,10,2320059.55101475,6411520.28464061
0,26,2,1,2,4,9,1577082.62963494,5518575.48770891
0,31,2,1,1,1,5,1646738.70446693,6197072.66659395
0,36,6,3,1,7,17,3555633.79137669,6503354.06852552
0,13,3,0,2,1,6,1326362.02631204,2984450.6017738
1,22,1,0,1,0,2,1331879.90471866,4335943.02898175
0,34,1,1,1,4,7,1755901.9163455,3045925.61220684
0,12,3,2,1,5,11,1949262.60393034,7361137.11679214
0,39,3,1,1,3,8,2015375.32607177,4146021.3298038
0,28,1,0,1,6,8,1775205.46717985,5059801.90642315
0,23,1,3,2,4,10,2468673.43523375,6844692.20775902
0,18,0,0,0,7,7,1711640.14615758,5924473.13904335
1,34,3,0,0,2,5,1790310.38021424,5028347.0418522
0,12,2,1,2,7,12,2083361.01660671,5523192.93371859
0,40,0,1,2,5,8,1975183.46527271,6720633.52512166
0,37,3,2,1,0,6,1675843.91419781,2810942.01201068
0,20,5,0,2,6,13,2218059.75115285,2376842.67587693
1,35,4,0,0,1,5,1779280.27706589,6400424.36589059
1,28,3,2,2,0,7,881852.215140281,3161990.61603439
0,28,6,3,1,6,16,3000168.15066323,3500831.46078984
0,26,0,3,2,5,10,1878675.4394948,6939223.66915623
1,23,4,2,1,1,8,2093855.89078527,6775321.97161462
0,38,3,1,2,0,6,1612248.51883648,5348582.09816364
0,32,4,2,0,6,12,1550578.59718571,7179653.18052743
0,29,0,0,2,0,2,1342264.94081633,4706004.96606301
1,38,2,2,0,5,9,1702169.66821628,5950869.7600628
0,23,2,1,1,3,7,1791240.59026759,6270654.01458443
0,13,3,2,0,1,6,1398156.04224138,4281525.29234746
0,24,5,3,0,0,8,2136923.45987201,5646388.35705992
0,11,0,2,1,6,9,1939715.97806359,7738865.11799001
0,23,1,1,0,7,9,1562252.54214446,7280121.83682572
1,18,1,3,1,1,6,1697813.9750718,6433635.20011525
0,20,2,3,0,6,11,1762047.05095516,5642007.90925779
0,14,0,0,0,2,2,750701.541844062,6180575.74610901
0,28,1,0,2,0,3,1302941.38974035,4524753.29556771
1,22,6,0,2,4,12,1813279.17930793,6704050.69124447
1,16,5,2,1,2,10,2576592.67623918,6649657.16610341
1,22,4,0,1,0,5,1894195.16539126,3857830.71297617
0,38,0,1,2,6,9,2282775.24406497,7931922.69085418
