"regcust","age","sex","type","regyear","regmon","ageGroup","status","lifeValue"
"rvxcicsc",21,"F","Basic",2016,6,"Young",1,0
"pwakrmkb",13,"M","Basic",2016,6,"Youth",1,0
"jzduualy",22,"F","Basic",2016,6,"Young",1,0
"qjiudwci",13,"F","Basic",2016,6,"Youth",1,0
"hnthpnxy",11,NA,"Basic",2016,6,"Youth",1,0
"lgjxnhih",35,"M","Basic",2016,6,"Adult",1,0
"mcvqghot",16,"M","Basic",2016,6,"Youth",1,0
"rsvsbdss",29,"M","Basic",2016,6,"Young",1,0
"ocqhsrqs",24,"M","Basic",2016,6,"Young",1,0
"yulvgvbk",34,"F","Basic",2016,6,"Adult",1,0
"cbfgmdsa",22,"F","Basic",2016,6,"Young",1,0
"shwmcwao",36,"M","Basic",2016,6,"Adult",1,0
"hilsbsey",28,"M","Basic",2016,6,"Young",1,0
"pbryqsmu",35,"F","Basic",2016,6,"Adult",1,0
"buiwbllk",29,"M","Basic",2016,6,"Young",1,0
"xpgnqcfl",31,"F","Basic",2016,6,"Adult",1,0
"ljukubfm",22,"M","Basic",2016,6,"Young",1,0
"gwyugivf",39,"F","Basic",2016,6,"Adult",1,0
"bnaeztig",40,"M","Basic",2016,6,"Adult",1,0
"oaqbophq",15,"M","Basic",2016,6,"Youth",1,0
"opsmjxbh",33,"M","Basic",2016,6,"Adult",1,0
"bszaydwh",28,"M","Basic",2016,6,"Young",1,0
"euwbaofa",22,"F","Basic",2016,6,"Young",1,0
"cmlplldt",30,"F","Basic",2016,6,"Young",1,0
"gvwyjmiz",25,"M","Basic",2016,6,"Young",1,0
"lxpzgbuy",26,"M","Basic",2016,6,"Young",1,0
"vgwksxpb",19,"M","Basic",2016,6,"Young",1,0
"anshkxcz",10,"F","Basic",2016,6,"Youth",1,0
"zikjhxwq",24,"F","Basic",2016,6,"Young",1,0
"qhliieta",31,"F","Premium",2016,6,"Adult",1,0
"ssuhcxeh",26,"M","Basic",2016,6,"Young",1,0
"vllkrdym",31,"M","Basic",2016,6,"Adult",1,0
"eeixhymn",25,"M","Premium",2016,6,"Young",1,0
"uglhrwww",26,"M","Basic",2016,6,"Young",1,0
"lwdqhlyf",33,"M","Basic",2016,6,"Adult",1,0
"dojtzqam",34,"F","Basic",2016,6,"Adult",1,0
"vephgclk",31,"F","Basic",2016,6,"Adult",1,0
"zawdxhty",20,"F","Basic",2016,6,"Young",1,0
"rxumrwfy",35,"F","Basic",2016,6,"Adult",1,0
"tlowoasw",15,"M","Basic",2016,6,"Youth",1,0
"jvfavvop",10,"F","Basic",2016,6,"Youth",1,0
"indhorgt",16,"M","Basic",2016,6,"Youth",1,0
"masjbruf",23,"M","Premium",2016,6,"Young",1,0
"vdtjtdiz",29,"M","Basic",2016,6,"Young",1,0
"belbogun",10,"M","Basic",2016,6,"Youth",1,0
"ybwbirsh",38,"M","Basic",2016,6,"Adult",1,0
"txdzrewd",39,NA,"Basic",2016,6,"Adult",1,0
"shdiwtnn",36,"M","Premium",2016,6,"Adult",1,0
"keuupuwi",20,"M","Premium",2016,6,"Young",1,0
"mupzdwxr",12,"M","Basic",2016,6,"Youth",1,0
"stgkttku",28,"F","Basic",2016,6,"Young",1,0
"aewxomqs",37,"M","Basic",2016,6,"Adult",1,0
"ijmomjad",27,"F","Basic",2016,6,"Young",1,0
"sgqqmlzs",29,"M","Basic",2016,6,"Young",1,0
"vkfuwrab",39,"F","Premium",2016,6,"Adult",1,0
"ohqddgch",35,NA,"Premium",2016,6,"Adult",1,0
"xparglqm",18,"M","Basic",2016,6,"Young",1,0
"ueozkpzz",38,"F","Basic",2016,6,"Adult",1,0
"rsldigqd",35,"F","Basic",2016,6,"Adult",1,0
"nxgjbuhi",40,"F","Basic",2016,6,"Adult",1,0
"fjsydmrg",37,"M","Basic",2016,6,"Adult",1,0
"zoxekzkf",10,"M","Basic",2016,6,"Youth",1,0
"ddepbzqq",28,"F","Basic",2016,6,"Young",1,0
"hxhhecma",11,"M","Basic",2016,6,"Youth",1,0
"ljeorgmc",24,"M","Basic",2016,6,"Young",1,0
"vgsbtdfw",25,"M","Basic",2016,6,"Young",1,0
"sesonhmu",31,"M","Basic",2016,6,"Adult",1,0
"qpyexplh",20,"F","Basic",2016,6,"Young",1,0
"zozfhpne",14,"M","Basic",2016,6,"Youth",1,0
"rbgfiujt",17,"F","Basic",2016,6,"Youth",1,0
"vlyfuuhu",15,"M","Basic",2016,6,"Youth",1,0
"efohtzdi",28,"M","Basic",2016,6,"Young",1,0
"jdvfmykf",34,"M","Basic",2016,6,"Adult",1,0
"yuyratmb",35,"M","Premium",2016,6,"Adult",1,0
"cuouactu",11,"F","Premium",2016,6,"Youth",1,0
"wvdsnkom",32,"M","Basic",2016,6,"Adult",1,0
"kqnbuicv",38,"F","Basic",2016,6,"Adult",1,0
"yxnaoszu",13,"F","Basic",2016,6,"Youth",1,0
"vofrltgk",31,"M","Basic",2016,6,"Adult",1,0
"mkdmvwfq",29,"F","Basic",2016,6,"Young",1,0
"feltvcrb",25,"M","Basic",2016,6,"Young",1,0
"qpcqhyui",13,"M","Basic",2016,6,"Youth",1,0
"ajzzcwmy",23,"F","Premium",2016,6,"Young",1,0
"fehpyxli",25,"F","Basic",2016,6,"Young",1,0
"sdcbtjwp",10,"M","Basic",2016,6,"Youth",1,0
"xjshufbp",37,"F","Basic",2016,6,"Adult",1,0
"gdeggizi",12,"F","Basic",2016,6,"Youth",1,0
"irovming",21,"M","Basic",2016,6,"Young",1,0
"kkbyxyad",17,"F","Premium",2016,6,"Youth",1,0
"euetluzd",24,"M",NA,2016,6,"Young",1,0
"qtdafpxe",12,"M","Basic",2016,6,"Youth",1,0
"qsjtlxay",39,"M","Basic",2016,6,"Adult",1,0
"fqohhryw",29,"F","Basic",2016,6,"Young",1,0
"wwtnjkfy",29,"M","Basic",2016,6,"Young",1,0
"lroiazfb",24,"M","Basic",2016,6,"Young",1,0
"zaxfotdd",15,"M","Premium",2016,6,"Youth",1,0
"lvqhxnlm",34,"M","Basic",2016,6,"Adult",1,0
"sshmnpdh",40,"M","Basic",2016,6,"Adult",1,0
"mtcerhaq",20,"F","Basic",2016,6,"Young",1,0
"fyfbtydf",28,"M","Premium",2016,6,"Young",1,0
"edpwnagk",29,"M","Basic",2016,6,"Young",1,0
"slkweuzf",32,"M","Premium",2016,6,"Adult",1,0
"qjruivbe",39,"F","Basic",2016,6,"Adult",1,0
"kezubnuj",18,"M","Basic",2016,6,"Young",1,0
"jtfwcnad",11,"M","Basic",2016,6,"Youth",1,0
"jvrspqiy",26,"F","Basic",2016,6,"Young",1,0
"cuudhxul",17,"F","Basic",2016,6,"Youth",1,0
"rmcghsns",22,"F","Basic",2016,6,"Young",1,0
"qtudnyjv",16,"M","Basic",2016,6,"Youth",1,0
"spaxhntn",21,"M","Basic",2016,6,"Young",1,0
"zbecfbsb",32,"M","Basic",2016,6,"Adult",1,0
"esxyvqel",32,"M","Basic",2016,6,"Adult",1,0
"sxxirarv",34,"M","Basic",2016,6,"Adult",1,0
"rgcplvpp",10,"M","Premium",2016,6,"Youth",1,0
"chlkcvxy",11,"M","Basic",2016,6,"Youth",1,0
"zkkmcojd",11,"M","Basic",2016,6,"Youth",1,0
"pxbqcmpt",36,"M","Basic",2016,6,"Adult",1,0
"hniqbisx",28,"M","Basic",2016,6,"Young",1,0
"gfdnpgkg",24,"F","Premium",2016,6,"Young",1,0
"vmdjroef",26,"M",NA,2016,6,"Young",1,0
"zcymfalo",12,"M","Premium",2016,6,"Youth",1,0
"emjmlsgj",33,"F","Basic",2016,6,"Adult",1,0
"zjzsvquf",26,"M","Basic",2016,6,"Young",1,0
"xybkwrcg",20,NA,"Basic",2016,6,"Young",1,0
"ttgnhhdi",28,NA,"Basic",2016,6,"Young",1,0
"ljrwffbf",14,"M","Basic",2016,6,"Youth",1,0
"caloxyvk",19,"M","Basic",2016,6,"Young",1,0
"bexpncot",25,NA,"Basic",2016,6,"Young",1,0
"nnsacsqd",18,"F","Premium",2016,6,"Young",1,0
"napbgjpe",20,"F","Basic",2016,6,"Young",1,0
"uycdfopw",34,"M","Basic",2016,6,"Adult",1,0
"xujbkgtb",20,"M","Basic",2016,6,"Young",1,0
"kfbzmxis",21,"M","Basic",2016,6,"Young",1,0
"pdgequle",22,"F","Premium",2016,6,"Young",1,0
"lrcxjwpa",34,"M","Basic",2016,6,"Adult",1,0
"ipgfudag",35,"M","Basic",2016,6,"Adult",1,0
"mybmmmcr",21,"M","Basic",2016,6,"Young",1,0
"hdiglpsd",31,"M","Basic",2016,6,"Adult",1,0
"zbkanwix",32,"M","Basic",2016,6,"Adult",1,0
"qhdzgfop",20,"F","Basic",2016,6,"Young",1,0
"gmgyrvjw",24,"F","Basic",2016,6,"Young",1,0
"jskiymks",13,"M","Basic",2016,6,"Youth",1,0
"tigxjirg",33,"M","Premium",2016,6,"Adult",1,0
"tojynrmf",17,"F","Premium",2016,6,"Youth",1,0
"vcmwavon",10,"M","Basic",2016,6,"Youth",1,0
"zyhvgivv",10,"F","Premium",2016,6,"Youth",1,0
"rlgydhxn",24,"F","Basic",2016,6,"Young",1,0
"knkkgwge",15,"F","Basic",2016,6,"Youth",1,0
"tiwfdmht",20,"M","Basic",2016,6,"Young",1,0
"iggdhunh",13,"F","Basic",2016,6,"Youth",1,0
"kusumdtl",28,"M","Premium",2016,6,"Young",1,0
"hdcupfpd",12,"M","Premium",2016,6,"Youth",1,0
"btegmorb",18,"M","Basic",2016,6,"Young",1,0
"obyrfzpk",18,"M","Premium",2016,6,"Young",1,0
"mzbnhoaz",13,"M","Basic",2016,6,"Youth",1,0
"ohrdroig",32,"M","Basic",2016,6,"Adult",1,0
"mdwuirxs",18,"M","Basic",2016,6,"Young",1,0
"erzvjiqb",35,"F","Basic",2016,6,"Adult",1,0
"imhzxifl",11,"M","Basic",2016,6,"Youth",1,0
"ozqupahp",35,"F","Basic",2016,6,"Adult",1,0
"bqlogakq",15,"M","Basic",2016,6,"Youth",1,0
"assyjhkv",38,"F","Basic",2016,6,"Adult",1,0
"utcqlasb",36,"M","Basic",2016,6,"Adult",1,0
"aoxrvrwq",19,"F","Premium",2016,6,"Young",1,0
"eoolkzzc",20,"F","Basic",2016,6,"Young",1,0
"rkmlfvpt",13,"M","Premium",2016,6,"Youth",1,0
"obzizgym",35,"M","Basic",2016,6,"Adult",1,0
"olkgjoss",35,"M","Premium",2016,6,"Adult",1,0
"vdfiexye",10,"M","Basic",2016,6,"Youth",1,0
"qxmwspcc",14,"M","Basic",2016,6,"Youth",1,0
"azcbaxtg",12,"M","Premium",2016,6,"Youth",1,0
"hcjzyleo",11,"M","Basic",2016,6,"Youth",1,0
"ksnndtwx",24,"F","Basic",2016,6,"Young",1,0
"rhjqzrwe",40,"F","Basic",2016,6,"Adult",1,0
"phsxrnga",25,"M","Basic",2016,6,"Young",1,0
"znhqjlyl",14,"F","Premium",2016,6,"Youth",1,0
"eumazype",38,"M","Basic",2016,6,"Adult",1,0
"wsjgpuss",19,"F","Basic",2016,6,"Young",1,0
"meujhkgt",11,"M","Premium",2016,6,"Youth",1,0
"glomkudl",39,"F","Basic",2016,6,"Adult",1,0
"zamezxhe",19,"M","Basic",2016,6,"Young",1,0
"bajxjioq",24,"M","Premium",2016,6,"Young",1,0
"rhhskull",21,"F","Basic",2016,6,"Young",1,0
"dheglqny",27,"M","Basic",2016,6,"Young",1,0
"vuklmgdk",22,"F","Basic",2016,6,"Young",1,0
"bfymlper",11,"M","Basic",2016,6,"Youth",1,0
"fkglwokp",37,"M","Basic",2016,6,"Adult",1,0
"qgknepvm",15,"M","Basic",2016,6,"Youth",1,0
"xzrrqhvb",40,"M","Basic",2016,6,"Adult",1,0
"mdcjoaba",39,"M","Basic",2016,6,"Adult",1,0
"mcuilkiu",37,"M","Basic",2016,6,"Adult",1,0
"bbchtuwu",38,"F","Basic",2016,6,"Adult",1,0
"klbdlgns",14,"M","Premium",2016,6,"Youth",1,0
"aiedfutx",15,"M","Basic",2016,6,"Youth",1,0
"pggdqwzr",10,"M","Basic",2016,6,"Youth",1,0
"zhgkfoso",28,"M","Basic",2016,6,"Young",1,0
"rzufhqcy",10,"M","Basic",2016,6,"Youth",1,0
"kswlryrc",11,"M","Basic",2016,6,"Youth",1,0
"wjacqemz",27,"F","Basic",2016,6,"Young",1,0
"umsmdxpp",36,"M","Basic",2016,6,"Adult",1,0
"ldwcqemh",19,"M","Basic",2016,6,"Young",1,0
"ezrgpbtg",22,"F","Basic",2016,6,"Young",1,0
"yylmezla",11,"M","Premium",2016,6,"Youth",1,0
"ivdjjepg",30,"M","Basic",2016,6,"Young",1,0
"wihjmiis",28,"M","Basic",2016,6,"Young",1,0
"fkpbksdq",27,"M","Basic",2016,6,"Young",1,0
"wnrrxmcr",37,"M","Basic",2016,6,"Adult",1,0
"trptkqrc",12,"M","Basic",2016,6,"Youth",1,0
"eckujdmp",10,"M","Basic",2016,6,"Youth",1,0
"nmfmagfv",18,"M","Basic",2016,6,"Young",1,0
"feplyylz",31,"M","Basic",2016,6,"Adult",1,0
"rgmffipr",22,"M","Basic",2016,6,"Young",1,0
"zmououeq",37,"M","Basic",2016,6,"Adult",1,0
"quoevbyf",35,"M","Basic",2016,6,"Adult",1,0
"jyqjkpyx",29,"M","Basic",2016,6,"Young",1,0
"trxeweyc",19,"M","Premium",2016,6,"Young",1,0
"yygsygxk",37,"M","Basic",2016,6,"Adult",1,0
"acethdzs",20,"M","Premium",2016,6,"Young",1,0
"vunogvvl",11,"F","Basic",2016,6,"Youth",1,0
"strkczdb",30,"M","Basic",2016,6,"Young",1,0
"cmbqpikq",31,"M","Basic",2016,6,"Adult",1,0
"caowfehd",35,"M","Basic",2016,6,"Adult",1,0
"lusbbboa",30,"M","Basic",2016,6,"Young",1,0
"fmrltmqr",23,"M","Basic",2016,6,"Young",1,0
"ocvpidwf",21,"M","Basic",2016,6,"Young",1,0
"enxutmax",29,"M","Premium",2016,6,"Young",1,0
"qphjefuv",10,"F","Basic",2016,6,"Youth",1,0
"otyckpko",11,"F","Premium",2016,6,"Youth",1,0
"mxbgisve",14,"M","Basic",2016,6,"Youth",1,0
"mcabqoff",26,"M","Basic",2016,6,"Young",1,0
"gokavnsk",38,"M","Premium",2016,6,"Adult",1,0
"lxzvlcsl",29,"M","Basic",2016,6,"Young",1,0
"liiajczd",10,"M","Basic",2016,6,"Youth",1,0
"oxtwmkti",32,NA,"Basic",2016,6,"Adult",1,0
"lwivabih",30,"M","Premium",2016,6,"Young",1,0
"fbmaancu",27,"F","Basic",2016,6,"Young",1,0
"kcckuwsy",20,"M","Premium",2016,6,"Young",1,0
"dnbqszxz",37,"M","Basic",2016,6,"Adult",1,0
"rmefzcdq",34,"M","Basic",2016,6,"Adult",1,0
"egdtbfpt",18,"M","Premium",2016,6,"Young",1,0
"vtwyqjde",20,"M","Basic",2016,6,"Young",1,0
"jgvvhlir",29,NA,"Basic",2016,6,"Young",1,0
"wogkjvnf",22,"M","Basic",2016,6,"Young",1,0
"omvevdag",10,"F","Basic",2016,6,"Youth",1,0
"gqcpcprx",28,"F","Premium",2016,6,"Young",1,0
"arisiqqr",34,"M","Basic",2016,6,"Adult",1,0
"lvywvtpp",20,"M","Basic",2016,6,"Young",1,0
"jjctbgva",40,"M","Basic",2016,6,"Adult",1,0
"kawlsdhn",35,"M","Basic",2016,6,"Adult",1,0
"cldavfsn",11,"M","Basic",2016,6,"Youth",1,0
"lznbrhcg",39,"F","Basic",2016,6,"Adult",1,0
"rtagmghi",17,"F","Basic",2016,6,"Youth",1,0
"ozyrtlhn",37,"M","Basic",2016,6,"Adult",1,0
"rgmutusp",27,"F","Basic",2016,6,"Young",1,0
"ebtvyxxx",37,"F","Basic",2016,6,"Adult",1,0
"ezbolxwy",11,"M","Basic",2016,6,"Youth",1,0
"snsxrlma",28,"F","Basic",2016,6,"Young",1,0
"tlsrttgu",37,"F","Basic",2016,6,"Adult",1,0
"zzskicip",26,"M","Basic",2016,6,"Young",1,0
"htiriayy",26,"M","Basic",2016,6,"Young",1,0
"qypicpcx",13,"M","Premium",2016,6,"Youth",1,0
"nznobmqi",35,"M","Basic",2016,6,"Adult",1,0
"obnyebfe",32,"F","Basic",2016,6,"Adult",1,0
"qntnskhe",19,"M","Basic",2016,6,"Young",1,0
"gagpxblc",27,"F","Basic",2016,6,"Young",1,0
"ljqfryiu",33,"F","Basic",2016,6,"Adult",1,0
"wgostceq",39,"M","Basic",2016,6,"Adult",1,0
"vqugqclo",29,"F","Basic",2016,6,"Young",1,0
"jzronlbp",25,"M","Basic",2016,6,"Young",1,0
"iyehxqvs",35,"M","Basic",2016,6,"Adult",1,0
"cuilfrqc",11,"M","Basic",2016,6,"Youth",1,0
"iavzxfwc",24,"M","Premium",2016,6,"Young",1,0
"rqaahqcv",20,"M","Basic",2016,6,"Young",1,0
"ukxwxdzn",28,"M","Basic",2016,6,"Young",1,0
"iszwkfqx",10,"M","Basic",2016,6,"Youth",1,0
"wrojmxvs",11,"F","Basic",2016,6,"Youth",1,0
"jtwvlnka",13,"M","Basic",2016,6,"Youth",1,0
"mgjreqbx",34,"M","Basic",2016,6,"Adult",1,0
"omyqtndu",21,"M","Basic",2016,6,"Young",1,0
"larutlio",31,"F","Basic",2016,6,"Adult",1,0
"xbnxfufj",30,"F",NA,2016,6,"Young",1,0
"xathybjh",37,"M","Basic",2016,6,"Adult",1,0
"etlpdzyh",34,"M","Basic",2016,6,"Adult",1,0
"wvlbxsyn",15,"F","Basic",2016,6,"Youth",1,0
"tfwifajx",37,"M","Basic",2016,6,"Adult",1,0
"uvjgfjzs",38,"M","Basic",2016,6,"Adult",1,0
"nonipjjp",14,"M","Basic",2016,6,"Youth",1,0
"lhhlvcaq",25,"M","Basic",2016,6,"Young",1,0
"dzhkjxeb",11,"M","Basic",2016,6,"Youth",1,0
"xvtsulry",10,"F","Basic",2016,6,"Youth",1,0
"hpooylxa",29,"M","Premium",2016,6,"Young",1,0
"jgylretm",34,"M","Basic",2016,6,"Adult",1,0
"wvwlfsal",24,"M","Basic",2016,6,"Young",1,0
"lswrwwzh",31,"M","Basic",2016,6,"Adult",1,0
"rqexnvkk",38,"M","Basic",2016,6,"Adult",1,0
"wjrylypc",37,"M","Basic",2016,6,"Adult",1,0
"faylwypa",17,"M","Basic",2016,6,"Youth",1,0
"vnsklurl",12,"M","Basic",2016,6,"Youth",1,0
"fdhwbrmt",38,"F","Premium",2016,6,"Adult",1,0
"cvlmqdxm",31,"F","Basic",2016,6,"Adult",1,0
"otxbvnmp",19,"M","Basic",2016,6,"Young",1,0
"yrlvtbce",17,"M","Basic",2016,6,"Youth",1,0
"rhjbvdnw",31,"M","Premium",2016,6,"Adult",1,0
"idfovngs",36,"M","Basic",2016,6,"Adult",1,0
"wwubnfwq",19,"M","Basic",2016,6,"Young",1,0
"klbkdtmr",20,"F","Basic",2016,6,"Young",1,0
"ijhsbsge",38,"M","Basic",2016,6,"Adult",1,0
"qoltdiib",32,"M","Basic",2016,6,"Adult",1,0
"zqjmtvrw",21,"M","Basic",2016,6,"Young",1,0
"ztwsnhml",12,"M","Basic",2016,6,"Youth",1,0
"dkaebjjq",30,"M","Basic",2016,6,"Young",1,0
"glugjrkv",40,"M","Basic",2016,6,"Adult",1,0
"vobxbwmd",23,NA,"Basic",2016,6,"Young",1,0
"srhnumns",32,"F","Basic",2016,6,"Adult",1,0
"tftzmvdl",20,"M","Basic",2016,6,"Young",1,0
"vqwnkmaj",33,"F","Premium",2016,6,"Adult",1,0
"ijvxlvmu",19,"M","Basic",2016,6,"Young",1,0
"eprotmjm",11,"F","Basic",2016,6,"Youth",1,0
"jfxkbjfd",24,"F","Premium",2016,6,"Young",1,0
"hjzrzqdn",24,"M","Basic",2016,6,"Young",1,0
"qfxyocgy",40,"F","Basic",2016,6,"Adult",1,0
"uhzexxwr",31,"M","Premium",2016,6,"Adult",1,0
"gelxknur",31,"M","Basic",2016,6,"Adult",1,0
"lsnvlaxo",16,"M","Premium",2016,6,"Youth",1,0
"cvwphzes",36,"M","Basic",2016,6,"Adult",1,0
"pxsdyyzi",35,"M","Basic",2016,6,"Adult",1,0
"kiiuwyyu",11,"M","Basic",2016,6,"Youth",1,0
"olydfpuz",35,"M","Premium",2016,6,"Adult",1,0
"ypxabvtb",36,"M","Premium",2016,6,"Adult",1,0
"qthoculw",11,"M","Premium",2016,6,"Youth",1,0
"ftsykbve",22,"M","Premium",2016,6,"Young",1,0
"zrudmete",18,"M","Basic",2016,6,"Young",1,0
"uhwvnhyd",11,"M","Basic",2016,6,"Youth",1,0
"thlogfpv",24,"F",NA,2016,6,"Young",1,0
"gimrsfla",28,"M","Basic",2016,6,"Young",1,0
"bhjiyvqv",19,"F","Basic",2016,6,"Young",1,0
"crgaqbcp",12,"F","Basic",2016,6,"Youth",1,0
"hmpjeheb",26,"M","Premium",2016,6,"Young",1,0
"eylmyjfk",28,"M","Basic",2016,6,"Young",1,0
"ktivfipd",23,"F","Basic",2016,6,"Young",1,0
"grbinofc",28,"F","Basic",2016,6,"Young",1,0
"nopjlzlu",39,"M","Basic",2016,6,"Adult",1,0
"mbzfahnn",25,"F","Basic",2016,6,"Young",1,0
"pllpyfln",37,"M","Basic",2016,6,"Adult",1,0
"wfjkrwip",33,"F","Basic",2016,6,"Adult",1,0
"fjlzraoc",30,"F","Basic",2016,6,"Young",1,0
"llllnycz",31,"M","Basic",2016,6,"Adult",1,0
"kzgqfaqz",11,"M","Basic",2016,6,"Youth",1,0
"lrhlefaa",21,"F","Basic",2016,6,"Young",1,0
"zgknmfxk",18,"M","Basic",2016,6,"Young",1,0
"bytrdhcl",12,"F","Premium",2016,6,"Youth",1,0
"zjlaiozi",30,"M","Basic",2016,6,"Young",1,0
"qudschvp",13,"M","Premium",2016,6,"Youth",1,0
"mgzograu",31,"F","Premium",2016,6,"Adult",1,0
"qbvensll",37,"F","Basic",2016,6,"Adult",1,0
"cctehyiz",19,"M","Premium",2016,6,"Young",1,0
"psyaewzg",35,"M","Basic",2016,6,"Adult",1,0
"rjtxozrv",11,"M","Basic",2016,6,"Youth",1,0
"xhxnrlpd",37,"M","Basic",2016,6,"Adult",1,0
"dgwirrji",36,"M","Basic",2016,6,"Adult",1,0
"wvqmdqcz",22,"M","Basic",2016,6,"Young",1,0
"alnotlgy",10,"M","Basic",2016,6,"Youth",1,0
"lrkyhysc",31,"M","Basic",2016,6,"Adult",1,0
"txabiqnf",39,"M","Basic",2016,6,"Adult",1,0
"svqjmikr",40,"M","Basic",2016,6,"Adult",1,0
"bqxihyni",37,"F","Basic",2016,6,"Adult",1,0
"ebkfwcwu",28,"F","Premium",2016,6,"Young",1,0
"kjthtvxs",12,"F","Basic",2016,6,"Youth",1,0
"dvbhftnk",33,"M","Basic",2016,6,"Adult",1,0
"knkaigex",39,"F","Basic",2016,6,"Adult",1,0
"plxaehno",24,"F","Basic",2016,6,"Young",1,0
"wpqfhrjz",12,"F","Basic",2016,6,"Youth",1,0
"fdkhgurj",23,"F","Premium",2016,6,"Young",1,0
"srjgsenx",26,"M","Basic",2016,6,"Young",1,0
"bqdqppjt",24,"F","Basic",2016,6,"Young",1,0
"ugisqedk",16,"M","Basic",2016,6,"Youth",1,0
"yjpmxjyj",35,"M","Basic",2016,6,"Adult",1,0
"vupwsihq",11,"F","Basic",2016,6,"Youth",1,0
"evhxevgy",33,"M","Basic",2016,6,"Adult",1,0
"fbqtqkyr",10,"M","Basic",2016,6,"Youth",1,0
"jkyghifu",35,"M","Basic",2016,6,"Adult",1,0
"bdlzdhmf",26,NA,"Basic",2016,6,"Young",1,0
"ozvuskdm",39,"M","Premium",2016,6,"Adult",1,0
"umxgdlgz",12,"F","Basic",2016,6,"Youth",1,0
"sacehmys",12,"M","Basic",2016,6,"Youth",1,0
"bxevcczg",39,"F","Basic",2016,6,"Adult",1,0
"pvlxsfrl",16,"M","Basic",2016,6,"Youth",1,0
"lduwlucg",19,"M","Basic",2016,6,"Young",1,0
"julhfwlr",38,"F","Basic",2016,6,"Adult",1,0
"ppptavzs",40,"M","Premium",2016,6,"Adult",1,0
"xlattnpw",12,"M","Basic",2016,6,"Youth",1,0
"mtofnkbj",30,"M","Premium",2016,6,"Young",1,0
"acgsksxw",12,"M","Basic",2016,6,"Youth",1,0
"nwokpndd",21,"M","Basic",2016,6,"Young",1,0
"rpwarjtt",37,"M","Basic",2016,6,"Adult",1,0
"fsdaygxa",38,"F","Basic",2016,6,"Adult",1,0
"uxbzpmfv",10,"M","Basic",2016,6,"Youth",1,0
"cizjlfvm",14,"F","Basic",2016,6,"Youth",1,0
"aipuybzw",26,"F","Basic",2016,6,"Young",1,0
"cgfcektt",35,"M","Premium",2016,6,"Adult",1,0
"ktdiakiq",23,"F","Basic",2016,6,"Young",1,0
"ieovaywz",23,"M","Basic",2016,6,"Young",1,0
"dpnjhbea",37,"M","Premium",2016,6,"Adult",1,0
"twcaotqz",18,"M","Premium",2016,6,"Young",1,0
"rouhznzl",12,"M","Basic",2016,6,"Youth",1,0
"wjpbzvwt",11,"M","Basic",2016,6,"Youth",1,0
"nftgunwe",13,"M","Premium",2016,6,"Youth",1,0
"yvmmpgcj",18,"M","Basic",2016,6,"Young",1,0
"lnarkpma",28,"M","Premium",2016,6,"Young",1,0
"hyvoxigk",33,"M","Basic",2016,6,"Adult",1,0
"jeqfqgpl",35,"M","Basic",2016,6,"Adult",1,0
"xxlpvziy",13,"M","Premium",2016,6,"Youth",1,0
"yuoqqcpc",37,"M","Basic",2016,6,"Adult",1,0
"mnqvogfy",37,"F","Basic",2016,6,"Adult",1,0
"glmtvoxj",19,"F","Basic",2016,6,"Young",1,0
"zmghcggh",28,"M","Premium",2016,6,"Young",1,0
"ynlblsrw",39,"M","Basic",2016,6,"Adult",1,0
"bzibwqyp",36,"M","Basic",2016,6,"Adult",1,0
"kxttpxkm",24,"M","Basic",2016,6,"Young",1,0
"rtzcwyul",26,"M","Basic",2016,6,"Young",1,0
"zoyfxlfx",23,"M","Basic",2016,6,"Young",1,0
"zbshorpf",29,"F","Basic",2016,6,"Young",1,0
"itpydarb",40,"F","Basic",2016,6,"Adult",1,0
"ywpafvdx",40,"F","Premium",2016,6,"Adult",1,0
"ftyupexb",27,"M","Basic",2016,6,"Young",1,0
"uxakickp",21,"F","Basic",2016,6,"Young",1,0
"fsuwjxuk",15,"M","Premium",2016,6,"Youth",1,0
"dfjdpeyi",38,"M","Basic",2016,6,"Adult",1,0
"lkqmbeex",11,"M","Basic",2016,6,"Youth",1,0
"cqalncag",39,"F","Premium",2016,6,"Adult",1,0
"raebizuw",31,"M","Basic",2016,6,"Adult",1,0
"kviptyfp",10,"M","Premium",2016,6,"Youth",1,0
"pgxrjdmb",21,"M","Premium",2016,6,"Young",1,0
"sbdougrz",22,"M","Basic",2016,6,"Young",1,0
"hleejzdh",26,"M","Basic",2016,6,"Young",1,0
"lotnhklt",21,"M","Basic",2016,6,"Young",1,0
"tfmmrlyj",23,"M","Basic",2016,6,"Young",1,0
"wzazkyxx",20,"F","Basic",2016,6,"Young",1,0
"ictllgps",10,"F","Basic",2016,6,"Youth",1,0
"czidisqy",39,"F","Basic",2016,6,"Adult",1,0
"urdnkbuj",13,"F","Premium",2016,6,"Youth",1,0
"abuuyucw",25,"F","Basic",2016,6,"Young",1,0
"oaodvguj",24,NA,"Basic",2016,6,"Young",1,0
"qlwgtmbx",30,"M","Basic",2016,6,"Young",1,0
"asxealrg",12,"M","Premium",2016,6,"Youth",1,0
"ujivylcr",14,"M","Premium",2016,6,"Youth",1,0
"drtqagkh",15,"M","Basic",2016,6,"Youth",1,0
"wzyjetjz",16,"M","Basic",2016,6,"Youth",1,0
