"sex","age","Computer","TV","Cellphone","Software","Frequency3","Monetary3","Monetary60"
0,15,1,2,0,1,4,1348146.03106588,1845929.7699954
0,27,4,2,2,0,8,1708225.86407771,5220884.77249019
0,12,3,2,1,3,9,1814994.23190605,5138668.16147398
1,35,1,2,1,1,5,1606304.73574895,4755602.66749932
1,17,2,3,2,3,10,1801848.91314442,4047053.48957763
0,20,5,2,1,4,12,1787626.96623188,7747170.71647969
0,22,2,0,0,3,5,1837603.33347658,3833245.44758327
0,15,5,3,2,2,12,2005984.20965293,7514730.56077168
0,18,2,1,2,5,10,2274377.09109506,7200601.94847387
1,31,0,1,0,7,8,1780970.42363982,4328543.24396227
0,13,4,0,0,6,10,2068369.74771915,4117273.72804674
0,22,4,3,2,3,12,2089975.74562681,4208153.05165624
1,23,3,3,1,6,13,1880161.26441158,6410187.84744682
1,10,0,0,0,1,1,1136632.03743224,3012672.50013277
0,10,4,1,1,2,8,1412696.27256834,6197280.0354005
0,24,1,2,0,2,5,1288993.96546112,5698424.35726755
1,32,3,3,1,0,7,1548710.08037294,3791973.17112889
0,34,2,3,1,5,11,2251097.28515212,8162291.61180413
0,15,2,3,2,6,13,2605997.76937368,6371098.67447757
1,23,3,1,2,3,9,2017899.29524126,3100309.01861011
0,11,3,2,0,5,10,1487706.27397439,6301987.99427784
0,34,0,1,2,1,4,1261797.58545154,4387971.97095898
0,34,5,1,0,4,10,2466496.70790178,9056897.63714113
0,30,2,0,2,4,8,1393366.57828432,5229065.52555932
0,13,3,0,1,0,4,1460633.40147151,5176548.12780847
0,23,2,3,0,7,12,2263547.09047776,2615734.84849377
0,12,0,3,1,3,7,1755362.83913107,2055259.39500422
0,27,3,2,2,7,14,2132966.83345274,9675266.05007342
1,38,0,1,2,5,8,1795384.26646196,5549539.62986717
1,15,5,0,1,2,8,1856961.06144664,3359035.13820038
0,15,1,3,0,0,4,1398257.80983191,6945442.26318857
1,37,6,2,2,6,16,2464582.20023277,5756465.46434065
0,39,1,2,1,5,9,1942272.19450161,5800182.08622534
0,37,5,1,2,3,11,2685361.85538663,7760109.91184003
0,15,0,2,0,5,7,1746812.94845109,4427293.15343683
0,39,1,0,0,3,4,1775089.75295496,4526771.67934554
0,29,2,0,1,1,4,1490845.85010779,4735600.83776308
0,13,1,0,1,3,5,1400408.25057557,4050617.99589384
0,27,6,3,2,0,11,2175192.80059444,9875511.31434451
0,30,3,3,1,1,8,1764982.70873302,5741216.87284814
0,16,5,1,1,4,11,2681114.16934433,2912497.03458126
1,33,6,3,1,7,17,2880160.0685729,8260885.56557025
0,10,3,0,0,7,10,2202562.68319941,7595117.5990819
0,20,5,1,2,6,14,2769945.73736065,14590516.0024302
1,21,1,3,0,3,7,1652803.97945508,3138701.00545633
1,26,5,0,2,5,12,2765805.51289398,7639525.42777127
1,33,2,1,0,1,4,1280801.78175609,5242884.11959076
0,29,0,3,2,4,9,1865057.053413,6204483.3969921
0,11,5,1,1,2,9,1333770.98914884,6510091.92477318
0,20,3,3,2,0,8,1743919.39077937,5469963.97900361
0,36,6,1,0,0,7,1511884.43060767,5389929.82308846
0,30,6,0,1,3,10,1716002.62768387,4797965.5387575
1,22,6,0,2,0,8,2343961.87259949,3397552.76339391
0,21,1,3,0,6,10,1572970.7533369,2969257.62237193
0,40,6,3,2,1,12,2571712.8317885,9722143.71523578
0,39,0,1,2,6,9,1792365.11692922,4973961.18294036
0,15,4,3,1,1,9,1893177.80400809,5195022.54381974
1,40,6,2,2,1,11,2029000.49089777,7502891.22672932
1,33,6,2,1,7,16,2845466.99223948,9187104.3173278
0,24,3,0,2,3,8,1888099.67805212,5982382.14797227
1,29,0,0,2,2,4,1100321.74444412,3634249.68367224
0,31,4,3,0,0,7,1476882.69160575,916949.577880102
0,13,4,3,2,0,9,2328552.76293321,5677004.79819384
0,39,3,0,1,4,8,1760952.02029853,3439534.79693447
1,35,4,2,2,3,11,2128721.18000455,5894239.38322656
0,24,2,0,1,4,7,1950297.95164456,4494730.00115241
1,25,3,0,0,2,5,1586895.47724078,6762965.41782319
0,23,4,1,0,2,7,1621104.54170135,5915489.06015711
0,34,5,0,1,3,9,1817475.04506441,5232227.26903339
0,24,4,3,0,0,7,1704529.8482513,5504194.6537302
0,36,2,2,0,6,10,1394825.76759,8693167.32636001
1,19,6,2,2,0,10,1424285.50687178,7948707.79659056
0,11,6,2,2,6,16,3015910.35449066,7925484.59729546
0,12,0,3,2,7,12,2474357.76379456,4969770.37593336
0,38,3,2,2,6,13,2670046.84024914,4205983.87665281
1,25,0,0,1,1,2,1008630.0790443,268481.798839232
0,25,2,1,0,0,3,987630.171908743,2144217.4243475
0,30,5,2,1,4,12,2213606.04096893,6598878.61214462
0,13,0,3,2,0,5,1453719.72170076,5238395.8894598
0,20,1,0,2,7,10,1524826.80504597,5149963.19119162
0,14,1,1,1,2,5,1364004.92871777,5500577.79277232
1,13,1,0,0,7,8,1208894.41472611,5387285.3511935
0,23,3,0,2,0,5,1753745.68428566,5556730.37501609
0,23,2,2,1,1,6,1487290.86096824,3894864.6017016
0,28,2,0,1,1,4,1331637.50816679,3256744.74333379
0,32,3,2,2,7,14,2498313.23981072,6710796.72790942
0,13,6,1,1,5,13,2348578.0223172,7260201.22448568
1,39,0,3,0,7,10,2031047.68253064,6950051.7160205
0,25,4,3,2,5,14,3319537.05565109,6023513.93897601
0,19,0,0,1,7,8,2518505.17150911,6045336.85534005
1,38,4,2,2,1,9,1999499.25285831,1313987.62741649
0,24,2,1,2,4,9,1843160.18509091,7836845.64146711
1,26,4,2,0,4,10,1941689.72911819,6841600.72823362
0,38,0,1,1,6,8,2131824.91674508,3945767.04565735
0,10,5,1,2,3,11,2096994.77450284,4383540.65535296
0,12,1,3,0,5,9,2016693.61205568,4880999.42457404
1,27,4,0,0,7,11,1924210.0020538,7703251.67996647
1,18,4,0,0,1,5,1907886.95678793,2543970.04690438
0,19,2,2,0,1,5,1962792.66492662,4649238.79972293
0,36,3,3,0,1,7,1397227.86869226,8465427.85216308
1,19,3,2,0,2,7,1345441.71014731,4249570.42943686
0,40,5,3,0,2,10,2214529.04663195,4350215.07580847
0,17,1,1,2,7,11,1863692.29590515,5546752.73969576
0,28,0,0,1,6,7,2113651.30338065,3386286.19992572
1,20,6,3,2,2,13,2264520.55575233,5154681.38410434
0,11,1,1,0,7,9,1928713.71759546,5383749.04679074
0,19,2,3,2,1,8,1521804.63467877,6495790.73292831
0,27,3,1,0,4,8,2149736.22885818,4720441.32065326
0,24,6,1,0,6,13,2208357.32690288,8449645.84990852
0,27,3,3,1,4,11,2082592.66444879,5629475.2027177
1,39,3,2,2,2,9,1695132.85479755,8351044.63761736
1,25,1,2,0,3,6,1428472.23068732,4919793.96642422
0,38,3,1,2,5,11,2589312.21678597,3320864.6378914
0,28,2,2,1,4,9,1958743.13418188,5935120.65861838
0,11,4,2,0,7,13,2726982.460846,8255096.65066945
0,20,5,2,2,4,13,2927652.46211923,5148841.84482759
1,15,0,2,0,3,5,1559702.58919979,900654.432279425
0,37,1,2,0,1,4,1519472.74814879,7965999.91930704
1,17,0,3,2,1,6,1115148.06003162,5059135.20149277
0,23,0,1,1,4,6,1239729.55197308,4350340.09433703
0,12,5,0,0,1,6,1691445.03752073,2907582.30946715
0,29,5,3,1,2,11,1739171.82554488,5491904.48279625
0,36,6,2,2,2,12,2447556.13330817,8084697.12864072
0,20,5,0,1,3,9,2403221.87347004,2690841.4909545
0,11,2,0,1,1,4,1425329.24930492,5165361.78452322
0,12,1,2,2,1,6,2014272.08044582,3950985.80864835
0,35,2,1,1,0,4,1582252.79290119,4112758.63051378
0,21,1,1,0,3,5,1212411.39329754,3835456.68135283
1,16,1,3,2,5,11,1616738.91606961,7431350.2563596
0,29,0,2,1,1,4,1389033.39977513,2124767.76344261
0,36,3,3,0,7,13,1687999.65126324,8208897.33803256
0,21,6,1,2,7,16,2713195.9661651,9159999.30652118
0,10,5,2,2,2,11,2387791.21181292,8076505.26383392
0,29,6,2,1,2,11,2389209.16517048,5476471.30690746
0,16,2,3,2,6,13,2371562.2198851,3523188.14345151
1,28,4,3,2,5,14,1979506.74779711,7361440.55615922
0,14,0,2,2,4,8,1586812.48564271,6530831.55341388
0,28,1,2,0,0,3,1168008.01188676,3888156.07665676
0,25,3,0,0,6,9,1942154.65700294,5365561.36771557
0,25,5,3,2,5,15,2198631.42547634,7727640.29559418
0,20,4,0,2,7,13,2248669.04171114,7250642.08717861
1,17,3,1,2,1,7,1442922.5184341,7040747.32571943
0,12,3,1,1,2,7,1713120.10475547,5792037.63526943
1,17,4,1,1,6,12,2850254.46685249,1486365.28931154
0,24,1,2,0,5,8,1172709.54636143,6887558.29617869
0,28,1,0,2,6,9,1915429.48004043,8685652.74402536
1,28,1,2,2,4,9,1177023.9419781,4673338.6451148
0,33,1,1,2,6,10,1679888.53543873,222138.81604758
1,20,2,0,0,4,6,1622412.66483939,4680486.68927997
1,35,4,2,2,4,12,2476164.74826515,7077311.54879809
0,13,3,0,0,0,3,1368050.37080141,1439304.32305374
0,21,4,3,0,3,10,1808174.14267072,8145796.86102135
1,17,6,3,1,4,14,2552832.16271425,3937567.89780069
0,36,6,1,2,4,13,2690234.53184461,6624027.1368118
0,25,4,0,0,3,7,1447808.9864922,5384128.42533663
1,40,5,3,0,1,9,1979046.30868031,7070386.12190337
0,10,3,0,2,1,6,1190304.23205217,4347986.83947072
0,18,3,2,0,5,10,2139318.06105227,6946370.94374374
0,18,2,3,1,4,10,1895247.82329854,5990269.11647658
1,13,6,0,0,2,8,1606663.08410106,4882035.10131447
0,37,1,3,1,7,12,2095608.28330234,6009370.51421446
0,28,2,1,1,3,7,1661997.58669837,5126889.66602321
0,12,0,0,2,4,6,2035163.06505454,4899309.15099001
0,35,4,2,1,4,11,2169296.69718723,6532373.14050821
1,37,4,2,0,2,8,1577632.00814315,3266223.21711898
0,32,4,0,1,6,11,1967067.96412553,6640512.40061579
0,27,2,0,1,1,4,1550972.05221105,6554166.79544789
1,11,0,2,1,4,7,1588032.38855684,4883730.54211861
0,38,0,1,1,3,5,1348917.78011544,4741927.10739459
1,34,4,1,2,7,14,2443051.04459121,5366079.37886537
1,10,1,0,1,4,6,1384610.1823983,5390174.32986657
0,33,2,3,2,6,13,2335618.87240828,6924429.20523348
0,19,3,0,2,4,9,1888233.17186242,7179453.64968134
0,33,5,0,2,1,8,2211347.41157752,4915687.54525971
0,21,1,0,2,3,6,1811214.90926522,4478577.95328122
1,12,1,3,0,5,9,2297660.69269843,6498148.86362614
0,25,4,2,0,4,10,1914613.33837754,6856931.64990622
1,29,3,1,1,6,11,2067152.46898136,5892384.29887353
1,30,0,3,2,4,9,2036686.85720105,9514897.32572309
0,19,2,1,1,4,8,1893152.8376379,5377439.00557516
1,24,5,1,0,0,6,1977088.07323286,6280617.0578616
0,40,1,3,0,4,8,1380164.15772652,4899067.4980096
0,17,3,0,0,6,9,2279273.09784091,3266136.35314312
0,13,5,2,1,4,12,1383200.89201183,7794836.95436187
0,18,4,1,0,4,9,1506932.40625688,6631886.66284999
0,18,3,3,0,3,9,1967282.75772165,5898411.69429313
0,37,6,0,2,6,14,2675329.30201355,6398084.93304128
0,25,3,1,0,4,8,1655498.95967551,4317001.05795679
0,11,6,3,2,2,13,1671685.69977517,4661543.73128469
0,20,1,2,2,6,11,1759447.93912933,5977878.88963251
0,27,0,2,2,5,9,1950051.51112239,8145303.67002632
0,11,2,0,0,6,8,1321001.81866578,4953533.93194098
0,32,2,3,2,0,7,1708305.80991143,6133807.85047552
1,22,2,0,0,2,4,1535712.22121557,4215801.02405431
0,30,6,2,0,1,9,1683872.89959163,3109815.67605897
0,37,0,3,1,6,10,2159707.13987042,4716612.29663637
0,18,3,1,1,7,12,1924292.07904144,6569035.84962595
0,33,6,2,1,3,12,2209424.73054768,6901727.54692824
0,30,4,3,0,2,9,2009320.94004661,6451695.23413047
0,32,1,1,2,5,9,1906889.85361452,5494249.10210439
1,38,1,2,0,3,6,1918282.51723737,5424720.5612584
1,34,3,1,2,7,13,1844020.18992908,4650234.42572455
0,36,0,2,0,0,2,1311213.95925936,3911978.66326704
0,11,4,0,2,6,12,2670172.24889946,6834877.27005498
0,14,6,0,1,6,13,2272461.35242399,5020657.5830077
0,14,2,0,1,7,10,1984249.92188734,5368070.45709704
0,11,0,2,2,4,8,1731664.74062972,5067152.64351933
0,11,0,1,0,1,2,874897.984794678,2381946.19564059
0,11,1,2,0,2,5,1292078.11563434,2731160.20103395
0,20,6,1,0,6,13,2400763.29990166,7955545.78730708
0,33,2,1,1,3,7,1548940.27489478,3927770.86759962
0,34,5,1,1,0,7,1984983.06210633,5688731.71397775
1,11,0,3,0,5,8,1984237.24768416,4165276.23383426
0,20,5,0,0,3,8,2121484.65282838,4438765.09804131
0,34,4,0,0,5,9,1869550.76979842,4690559.60907387
0,24,0,2,2,4,8,1757625.25304755,5251885.93342846
1,23,1,1,0,1,3,1398934.53650355,5435581.72705506
1,38,1,3,2,3,9,1895918.76996794,6292914.09626453
0,39,6,0,2,2,10,2082277.95342432,2905291.09912478
1,24,3,0,2,3,8,1630449.201315,5159982.80810885
1,11,3,2,2,0,7,1833419.51490519,4482537.02146961
0,22,4,1,0,0,5,1352928.66599213,4495986.89015246
1,18,5,2,1,2,10,1905835.21594431,5369885.22494461
0,27,2,1,1,0,4,1406412.27125933,2188027.86017673
0,34,4,2,1,5,12,2753318.08323848,5933257.23854123
0,12,2,1,0,6,9,1693427.50499504,4438165.41846951
1,20,0,1,2,2,5,1690772.90740884,4966317.7999978
0,40,1,0,1,6,8,1900385.63365926,5101479.36631896
0,30,1,3,2,2,8,1817006.38299683,4834673.07054865
0,37,1,3,2,1,7,2055759.5018497,3440509.03363278
0,20,0,3,1,3,7,1388258.68672795,4053739.60903734
1,38,0,3,0,3,6,1693824.22844294,3678036.29044843
1,20,3,2,2,7,14,2024949.04588171,8279223.82866903
1,15,0,1,2,6,9,1396692.93332562,5623720.98535686
0,26,2,3,2,7,14,2070175.7034827,5462694.87571489
0,37,1,2,0,2,5,1676498.00460019,6207486.57200768
1,15,3,1,0,6,10,1983226.52132945,4040305.20075382
0,10,3,0,0,3,6,1619751.84601705,1891890.85222892
0,28,2,3,2,7,14,2249344.74404329,2751482.41392744
0,16,2,3,1,0,6,1825818.7764274,1556306.83707773
0,32,3,2,1,6,12,2157037.52490217,6492571.58637861
0,28,1,3,2,1,7,1414712.96874889,6376468.37152172
0,24,0,2,1,2,5,1559403.18522973,3963509.30805475
0,21,4,1,1,6,12,1870141.79845652,7177363.45245819
0,16,2,2,2,6,12,2015249.48216183,5294933.26117116
0,39,1,0,1,2,4,1093014.90042797,5160751.56163835
0,33,3,0,2,7,12,2613678.24492458,5131010.39414067
0,21,5,0,1,5,11,2717004.68986573,3180245.86232808
0,18,2,1,0,5,8,2261585.23206809,4552606.01725257
0,34,4,0,1,0,5,1667099.83554912,2719895.21293509
0,37,6,2,1,3,12,2884362.3201666,9141446.26672222
0,15,2,2,0,4,8,1756932.33452981,2976024.04611978
0,10,2,2,2,7,13,3088914.06911839,7406750.54541543
0,10,6,0,1,5,12,1652175.34713266,5243415.4376428
0,13,4,1,1,5,11,2640596.91852531,4724204.19794364
0,34,2,1,1,7,11,2101753.23941634,3440592.17797381
0,14,1,0,0,7,8,1873749.1596189,6565968.3709203
0,37,1,3,0,1,5,1210975.95573901,6514812.76115243
1,19,6,3,0,6,15,2437858.03673139,5185849.07552621
0,40,1,2,0,3,6,1629349.41335659,5365420.35336445
1,19,1,2,1,1,5,1901770.45620557,5042561.27993063
0,24,1,3,1,4,9,1984767.30892657,8779628.30427159
0,31,0,2,2,7,11,2622040.03917197,4138214.9443004
0,23,6,3,2,2,13,2571132.80189497,10959114.0648329
0,32,1,1,2,3,7,2002660.33893397,3486879.24416257
0,33,6,3,0,6,15,3240084.81156819,10246321.5026885
0,19,3,2,2,7,14,2121244.78958351,6209594.84801338
0,40,6,3,0,1,10,2925699.73684485,3011411.62111396
0,27,0,2,1,4,7,1803429.56742746,6131511.15699629
0,22,0,3,2,6,11,2327560.21833265,6391221.05119277
0,40,4,0,0,1,5,1442399.39250689,3710403.66782981
0,11,1,1,1,1,4,2083790.2982818,5468358.52340331
1,22,3,3,1,6,13,3114009.36911413,6791868.71569812
0,16,2,0,1,3,6,1628499.26847851,6966241.81041116
0,21,1,2,0,2,5,1762078.41148492,5255105.73727446
1,17,0,0,2,5,7,2196516.24555268,5627533.44884468
0,27,6,2,0,4,12,2202341.6610695,1197569.1783187
0,35,1,3,2,1,7,1686779.70693854,5932917.39378222
0,34,4,0,0,4,8,1665337.6212866,4862828.11612493
0,24,1,3,1,0,5,1306299.51898699,5969819.48633771
1,13,6,2,0,7,15,3544807.36493205,8535788.22072463
1,17,0,1,2,4,7,2012247.90016328,4950051.38883818
0,23,5,0,1,3,9,2295564.85288335,6506616.22530149
0,28,6,0,0,3,9,2295083.72042366,3280396.52632277
0,26,1,2,0,7,10,2123468.80939855,5727804.52183991
0,34,2,3,2,1,8,2046726.95542427,8662358.86149335
1,20,4,3,1,3,11,2366222.80977488,5847544.92271933
0,40,1,2,1,3,7,1572464.72489595,7880092.88091112
0,22,5,3,2,7,17,2806050.8021714,7744344.41868314
0,22,4,2,1,3,10,1989364.87093642,3882431.06701179
1,18,1,0,0,0,1,1107943.43539801,1761971.73432506
1,15,2,1,0,3,6,2025707.06840158,4668958.86479111
0,25,0,0,0,1,1,917892.119436955,2849230.51853176
0,24,4,1,2,1,8,1717680.41368955,3857642.68123444
0,29,6,2,2,1,11,2325998.70337722,7765531.60590319
0,22,0,1,1,2,4,1055893.51419025,5085599.5353503
0,13,1,3,0,4,8,1301913.49881189,4871819.05112842
0,30,1,2,2,6,11,1904841.6218288,7543336.79237192
0,24,6,0,1,1,8,1397822.14736299,6054975.77013037
0,36,3,1,2,3,9,1610797.80590043,3158020.47612362
0,32,0,3,1,0,4,1721500.55286804,4778594.92452857
0,26,1,2,1,2,6,1771136.56930735,3649837.55845848
1,33,3,3,0,0,6,1559520.34636526,5216073.09821102
0,21,1,3,2,6,12,2378969.29560339,7835205.39423507
1,30,0,1,1,5,7,1856781.15101556,5084672.09058382
0,38,6,0,0,4,10,1878174.61499982,7534120.32554423
0,34,0,1,2,4,7,2267461.85395535,4103540.90713888
0,18,6,0,2,5,13,2045410.10774376,6378999.74672392
0,31,3,0,0,3,6,1435925.95440184,3541526.4961799
0,23,0,3,1,1,5,1490104.27743195,4103111.77633405
1,20,2,0,0,3,5,1722823.49818822,3711401.06536726
0,39,5,2,2,2,11,1987026.3812514,3462215.75895881
0,37,6,1,0,4,11,2162532.49127533,9442411.91734777
1,37,2,2,2,0,6,1143030.33402507,4104251.64566941
0,40,4,0,0,0,4,1486889.73019891,6565300.35898411
0,12,2,3,2,5,12,2537319.41756385,5694891.0419015
0,28,1,2,1,0,4,1295079.37098069,6875263.2664706
0,32,1,1,2,5,9,1984579.17335568,5632689.02649751
1,28,5,3,2,3,13,2769198.6603899,6589889.30340888
0,12,4,0,1,2,7,1540471.43651202,3986786.89925225
0,40,3,3,2,5,13,2226368.35075256,10302557.8369159
0,33,5,1,2,7,15,2779789.01298559,10891102.9912668
0,20,6,0,2,3,11,2413742.70609702,6356773.09633234
1,31,6,2,2,1,11,2452173.15067693,5838415.89602036
1,12,5,0,2,2,9,2397202.2563654,8645869.62173641
0,36,3,0,0,2,5,1306147.04306831,5179248.52891241
0,23,3,0,2,3,8,1357383.01604338,889690.737047254
1,26,3,3,0,3,9,1770076.48272293,7216708.11504023
1,21,6,3,1,0,10,2445355.95863726,4057935.87121016
0,27,6,1,1,4,12,2512113.67480524,7108508.95209227
0,36,1,1,1,5,8,1704900.87396035,3614909.76448607
0,22,0,1,0,1,2,1278954.70232462,3054335.60003863
1,20,0,2,0,7,9,1868188.62580282,4696128.90793595
0,20,5,3,0,2,10,1723859.63796222,7104675.16384262
0,32,6,2,0,6,14,2939677.94835512,3820533.56754294
1,23,0,3,2,7,12,1999898.52259777,7748403.08668287
1,31,0,2,0,0,2,1177702.58473789,3358204.80760827
0,37,4,3,1,1,9,1983994.81329611,2586395.35009322
0,23,5,2,1,6,14,2777070.20141893,8513533.82016964
0,34,4,1,0,1,6,1406150.79704809,5362520.43784006
1,11,4,3,2,0,9,2088678.13950309,6978330.29870093
0,32,6,3,1,2,12,1846658.01097969,8214147.67623623
0,15,1,2,1,5,9,1668964.08269099,6885876.2260399
0,37,6,3,2,1,12,1959715.89902402,6896436.2915415
1,27,0,0,1,6,7,1843530.93887941,4391984.13293037
0,17,1,0,1,0,2,1122948.8643644,6051185.02372523
0,27,6,0,1,0,7,1997699.17064294,4094454.03528688
0,18,3,0,2,0,5,1159641.11443986,4887324.53328403
1,20,0,1,0,4,5,1627983.50697078,3466209.49803491
0,33,1,0,0,3,4,1351878.32716839,3178280.26761441
1,25,6,0,2,1,9,1890041.2080455,5641351.22909024
0,13,6,2,1,7,16,3423383.60956365,9318745.97928724
0,29,6,1,0,1,8,1611268.26463876,6997469.87356131
0,17,5,3,1,6,15,2522355.37778164,7682331.2955466
0,34,4,3,1,0,8,1673038.97494737,5657017.57451903
0,10,6,0,1,2,9,2005295.27121752,6608384.2383336
0,23,0,0,1,0,1,1091869.01980143,1303794.66145873
0,24,5,3,0,2,10,2195534.92285371,2332873.57416832
0,35,4,2,2,7,15,2767822.79201439,5385392.45797606
0,12,5,0,0,0,5,899534.997588552,4612064.26919096
1,19,3,0,2,2,7,1904900.84210093,4206395.84536629
0,27,3,3,2,4,12,2280149.02320387,7416038.33352844
0,14,5,2,2,4,13,2163436.98695513,3947102.50037172
0,28,3,3,0,4,10,1984753.44471856,5616866.80073405
0,16,5,0,2,4,11,1475768.32324609,6364053.78780954
0,15,2,3,1,5,11,2356241.15030495,8151826.0418128
1,38,2,0,1,1,4,1213287.83276275,6131747.18608583
1,16,2,2,0,5,9,2419119.95876974,3203289.64393033
1,29,1,1,0,1,3,1552335.7251327,5014143.69709626
1,30,3,3,0,6,12,2319979.34640891,7611531.33651471
0,26,5,2,0,3,10,2213065.19442143,8887893.92152151
0,12,1,3,0,5,9,1779833.86715614,7998619.71566111
1,30,6,1,1,5,13,2353011.53461695,7556586.7813353
0,10,2,3,1,4,10,1656478.48734471,6510457.94028937
0,26,5,3,2,4,14,2757869.02433845,8604277.00607596
0,37,5,1,2,1,9,2257098.22918434,6538924.48329652
1,27,2,2,1,7,12,2077026.18937475,8089400.42935903
0,26,4,1,1,0,6,1676569.1114947,5043323.29656881
1,37,2,1,0,1,4,1443847.24914695,3189995.40606038
0,22,3,0,2,3,8,1966065.78860859,3981203.88579142
1,24,0,0,2,4,6,1792333.14046468,9174092.99913387
1,29,5,3,1,7,16,2380548.53294837,8603518.45389384
0,11,4,3,1,1,9,1432090.66046967,3221099.27690068
1,35,3,2,1,1,7,1643783.49477678,8740424.59916295
0,23,1,1,2,4,8,1816726.23361517,4664468.17257938
0,22,3,2,1,4,10,1985795.14811536,6677818.56289299
1,17,2,3,0,5,10,1929419.13871396,7421184.75039727
0,28,5,1,1,3,10,1735412.72738245,6229936.78561937
0,38,2,3,1,2,8,1779290.80860556,5113235.70351097
0,25,1,2,1,3,7,1906363.01043059,5790263.66548898
0,23,3,3,0,7,13,3620709.13116022,4940771.1883543
0,24,6,3,0,4,13,2422150.29529797,7427751.50641646
0,14,2,2,2,7,13,1880296.11510979,6806444.46846745
0,15,3,2,1,2,8,1952434.09583218,4856450.4694569
0,19,5,1,2,5,13,1799929.99484512,9591965.27752459
0,30,1,0,1,7,9,1834310.9487852,8259937.41765649
0,30,2,0,0,3,5,1473111.16249183,5853657.5178461
0,29,2,2,0,3,7,1746075.85598972,7451487.60962438
0,12,4,2,0,5,11,1470401.09175682,4999634.37618413
1,15,3,3,0,3,9,1499340.36215598,5483065.21229183
1,35,0,2,1,6,9,1929568.36483332,9086851.87932447
1,40,0,2,1,1,4,1153657.96093741,1203398.38468713
1,37,0,1,0,7,8,1495532.66877437,6199056.80599004
1,37,5,2,0,1,8,1958560.87667079,5659463.20567337
0,24,1,0,2,6,9,1865593.95309693,4067675.35073142
0,27,3,1,1,7,12,2311302.30417724,8499472.07026578
0,33,2,2,0,3,7,1871484.67309728,5436831.53127724
0,36,6,1,0,7,14,2092862.13761709,7902814.60856535
0,40,1,1,1,3,6,1534008.17340248,3939978.14622877
0,10,3,0,0,4,7,1324450.80649936,4434051.40740151
0,12,3,0,1,2,6,1552980.76076934,3806467.4102283
0,35,5,0,2,5,12,2562698.00472754,5472568.34254891
0,20,4,0,0,1,5,1137805.32468645,4484052.61189504
0,14,6,1,0,5,12,1211366.98820126,5877960.6098091
0,39,1,3,1,2,7,1308672.36602308,3272721.53069984
0,30,0,3,0,0,3,1254655.13732305,519165.094949819
1,13,4,3,2,2,11,1722274.85513261,6348599.8854985
0,10,2,3,0,6,11,1553567.16285467,8849150.24766014
0,12,3,1,2,2,8,1844276.61364249,7136253.63762496
0,40,6,3,2,0,11,2243942.55172921,8139551.94156756
0,25,5,3,1,6,15,3470104.92080419,7287842.49585792
1,32,5,0,0,2,7,1339131.80597249,4690490.21994555
1,22,3,3,1,2,9,2108179.66671661,7079801.64693288
0,16,4,3,2,2,11,1632550.77046461,3997042.55500549
0,30,1,1,1,7,10,1540563.15342918,11895062.3199099
0,12,5,1,0,0,6,1543003.04309546,5581470.57602321
0,18,5,0,0,0,5,1706022.19565198,3065087.59621251
0,18,6,1,0,4,11,2138967.54675768,6380231.14274167
1,13,5,0,1,3,9,1602271.7895128,6634058.66061178
0,26,3,0,1,5,9,1857683.75351985,3605301.12918869
1,24,1,0,0,6,7,1993086.18127308,3978076.9986991
1,22,0,3,0,1,4,1666945.17663115,4607564.847886
0,27,2,2,1,1,6,1966486.73532452,2454244.31875776
1,20,2,1,0,1,4,1280532.6759339,5099141.51882982
1,21,5,0,0,6,11,1952219.32177013,3097947.39187899
1,14,6,2,0,7,15,2286736.86367604,8871454.58762117
1,11,5,1,1,1,8,2109446.07124244,951191.451431539
0,33,3,2,2,1,8,2096676.38128023,5423582.00281658
0,20,6,2,0,7,15,2370450.07609987,9083579.34359888
0,35,6,0,2,0,8,1907933.28671571,4031707.38508542
0,35,0,3,0,0,3,1197571.03001238,1513297.44147957
0,13,3,0,2,5,10,1720908.33088516,3019945.74813062
0,35,3,3,0,6,12,2167752.93169705,6260774.29580582
1,10,6,2,2,3,13,2363500.18620645,8279419.65854496
1,37,1,3,2,6,12,2374830.89480798,5828462.50453841
0,23,0,2,0,3,5,2061233.6064159,3410560.22533502
1,13,4,2,2,5,13,2305700.23505892,7281456.4882968
0,20,0,1,2,1,4,1424679.51150635,5064530.71007536
0,16,3,3,2,1,9,1988580.8064663,5328151.7484327
0,22,6,2,0,5,13,2233775.18630245,6482051.04519543
0,25,5,3,1,0,9,1679396.68959849,3757549.76913419
0,23,2,3,0,3,8,1425143.24561426,5011852.54468298
0,17,0,2,2,3,7,1651627.93985279,4537263.6480559
1,25,3,1,0,2,6,2119041.33772679,3511041.81033099
0,29,1,2,2,2,7,2216527.15064227,9092561.86521391
0,14,1,3,1,3,8,2360158.59358649,6126644.33635197
0,40,6,2,1,3,12,2175630.82694366,7637789.48869692
0,39,4,3,2,7,16,3278312.46200114,9724784.13532837
0,32,0,3,0,2,5,1646848.29337055,2140512.51855388
0,19,2,2,0,4,8,1922774.5973732,5830098.41399605
0,23,3,2,1,0,6,1414228.1005463,1493228.2818201
1,35,5,1,0,2,8,1752303.20228332,3728961.38327329
0,33,4,1,2,4,11,2375365.77701788,5059878.95748235
1,32,4,3,1,1,9,2016390.98495448,7490999.20056662
0,27,1,2,2,7,12,2376791.94871111,7589521.59765626
